,"Tmelt, K",Smiles#1,Smiles#2,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),T#1,T#2,MW,HBD,fr_Al_COO,fr_Ar_COO,fr_Ar_N,fr_Ar_OH,fr_NH0,fr_NH1,fr_amide,AROM,ALERTS,n_HM
524,495.55,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.696,0.304,578.15,414.0,151.94803199999996,1.0,0.0,0.304,0.0,0.0,0.696,0.0,0.0,0.304,1.3039999999999998,0.0
525,450.78,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.595,0.405,578.15,414.0,156.04186499999997,1.0,0.0,0.405,0.0,0.0,0.595,0.0,0.0,0.405,1.405,0.0
526,418.25,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.499,0.501,578.15,414.0,159.93303299999997,1.0,0.0,0.501,0.0,0.0,0.499,0.0,0.0,0.501,1.501,0.0
527,382.48,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.414,0.586,578.15,414.0,163.37833799999996,1.0,0.0,0.586,0.0,0.0,0.414,0.0,0.0,0.586,1.5859999999999999,0.0
528,340.65,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.286,0.714,578.15,414.0,168.56656199999995,1.0,0.0,0.714,0.0,0.0,0.286,0.0,0.0,0.714,1.714,0.0
529,354.85,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.206,0.794,578.15,414.0,171.80920199999997,1.0,0.0,0.794,0.0,0.0,0.206,0.0,0.0,0.794,1.794,0.0
530,381.52,C[N+](C)(C)CCO.[Cl-],CC(=O)Oc1ccccc1C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,2-acetyloxybenzoic acid,0.101,0.899,578.15,414.0,176.06516699999997,1.0,0.0,0.899,0.0,0.0,0.101,0.0,0.0,0.899,1.899,0.0
531,347.86,CC[N+](CC)(CC)CC.[Br-],O=C(O)CCCCC(=O)O,tetraethylazanium;bromide,hexanedioic acid,0.49,0.51,633.0,426.2,177.51033,1.02,1.02,0.0,0.0,0.0,0.49,0.0,0.0,0.0,1.0,0.0
532,332.0,CCC[N+](CCC)(CCC)CCC.[Br-],O=C(O)CCCCC(=O)O,tetrapropylazanium;bromide,hexanedioic acid,0.52,0.48,583.0,426.2,208.60699999999997,0.96,0.96,0.0,0.0,0.0,0.52,0.0,0.0,0.0,1.0,0.0
533,358.15,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,hexanedioic acid,0.5,0.5,578.15,426.2,142.88400000000001,1.5,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
534,299.31,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],NC(N)=NCCC[C@H](N)C(=O)O,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.888889,0.111111,344.0,517.15,266.3995670799999,0.444444,0.111111,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.222222,0.0
535,299.55,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],NC(N)=NCCC[C@H](N)C(=O)O,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.875,0.125,344.0,517.15,264.9589999999999,0.5,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.25,0.0
536,298.22,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],NC(N)=NCCC[C@H](N)C(=O)O,tetrabutylazanium;chloride,(2S)-2-amino-5-(diaminomethylideneamino)pentanoic acid,0.857143,0.142857,344.0,517.15,263.10687195999986,0.571428,0.142857,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.285714,0.0
537,304.93,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CC(=O)O)C(=O)O,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.916667,0.083333,344.0,543.15,265.8556316069999,0.24999900000000003,0.166666,0.0,0.0,0.0,0.916667,0.0,0.0,0.0,0.916667,0.0
538,305.96,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CC(=O)O)C(=O)O,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.909091,0.090909,344.0,543.15,264.75846771099987,0.272727,0.181818,0.0,0.0,0.0,0.909091,0.0,0.0,0.0,0.909091,0.0
539,298.23,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CC(=O)O)C(=O)O,tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,0.9,0.1,344.0,543.15,263.44189999999986,0.30000000000000004,0.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0
540,362.15,C[N+](C)(C)CCO.[Cl-],NC(=O)c1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,benzamide,0.42,0.58,578.15,400.16,128.90353999999996,1.0,0.0,0.0,0.0,0.0,0.42,0.0,0.58,0.58,0.42,0.0
541,365.15,C[N+](C)(C)CCO.[Cl-],NC(=O)c1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,benzamide,0.3333,0.6667,578.15,400.16,127.30071709999996,1.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.6667,0.6667,0.3333,0.0
542,257.09,C[N+](C)(C)CCO.[Cl-],O=C(O)C(O)(c1ccccc1)c1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,578.15,453.15,183.9365,1.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0
543,254.09,CCCC[N+](CCCC)(CCCC)CCCC.O=S(=O)([O-])O,O=C(O)C(O)(c1ccccc1)c1ccccc1,hydrogen sulfate;tetrabutylazanium,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,446.15,453.15,283.8945,1.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,1.5,0.0
544,262.09,CC[N+](CC)(CC)CC.[Br-],O=C(O)C(O)(c1ccccc1)c1ccccc1,tetraethylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,633.0,453.15,219.203,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0
545,265.61,CCC[N+](CCC)(CCC)CCC.[Br-],O=C(O)C(O)(c1ccccc1)c1ccccc1,tetrapropylazanium;bromide,"2-hydroxy-2,2-diphenylacetic acid",0.5,0.5,583.0,453.15,247.25699999999998,1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.0
546,368.15,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,benzoic acid,0.5,0.5,578.15,395.5,130.87449999999995,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0
547,351.15,C[N+](C)(C)CCO.[Cl-],O=C(O)c1ccccc1,2-hydroxyethyl(trimethyl)azanium;chloride,benzoic acid,0.28,0.72,578.15,395.5,127.02383999999998,1.0,0.0,0.72,0.0,0.0,0.28,0.0,0.0,0.72,0.28,0.0
548,218.129,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.8021,0.1979,583.0,443.15,225.80951139999996,0.5937,0.0,0.0,0.0,0.0,0.8021,0.0,0.0,0.0,1.0,0.0
549,186.7742,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.7005,0.2995,583.0,443.15,205.03901699999994,0.8985,0.0,0.0,0.0,0.0,0.7005,0.0,0.0,0.0,1.0,0.0
550,147.5806,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.599,0.401,583.0,443.15,184.288966,1.203,0.0,0.0,0.0,0.0,0.599,0.0,0.0,0.0,1.0,0.0
551,77.9032,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.5,0.5,583.0,443.15,164.04999999999998,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
552,96.1935,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.3984,0.6016,583.0,443.15,143.27950559999996,1.8048000000000002,0.0,0.0,0.0,0.0,0.3984,0.0,0.0,0.0,1.0,0.0
553,120.5806,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.2995,0.7005,583.0,443.15,123.060983,2.1015,0.0,0.0,0.0,0.0,0.2995,0.0,0.0,0.0,1.0,0.0
554,142.3548,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.1979,0.8021,583.0,443.15,102.2904886,2.4063,0.0,0.0,0.0,0.0,0.1979,0.0,0.0,0.0,1.0,0.0
555,158.9032,CCC[N+](CCC)(CCC)CCC.[Br-],OB(O)O,tetrapropylazanium;bromide,boric acid,0.0964,0.9036,583.0,443.15,81.5404376,2.7108,0.0,0.0,0.0,0.0,0.0964,0.0,0.0,0.0,1.0,0.0
556,255.19,CCCC[N+](C)(C)C.[Cl-],CCCC(=O)O,butyl(trimethyl)azanium;chloride,butanoic acid,0.3333,0.6667,283.65,265.25,109.29554749999997,0.6667,0.6667,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,0.3333,0.0
557,252.94,CCCC[N+](C)(C)C.[Cl-],CCCC(=O)O,butyl(trimethyl)azanium;chloride,butanoic acid,0.25,0.75,283.65,265.25,103.99974999999998,0.75,0.75,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0
558,260.0,CCCC[N+](C)(C)C.[Cl-],CCCC(=O)O,butyl(trimethyl)azanium;chloride,butanoic acid,0.2,0.8,283.65,265.25,100.821,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0
559,340.15,C[N+](C)(C)CCO.[Cl-],O=C(O)/C=C/c1ccc(O)c(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",0.67,0.33,578.15,505.66,153.00188999999997,1.6600000000000001,0.33,0.0,0.0,0.66,0.67,0.0,0.0,0.33,1.33,0.0
560,340.15,C[N+](C)(C)CCO.[Cl-],O=C(O)/C=C/c1ccc(O)c(O)c1,2-hydroxyethyl(trimethyl)azanium;chloride,"(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",0.6667,0.3333,578.15,505.66,153.13564889999998,1.6665999999999999,0.3333,0.0,0.0,0.6666,0.6667,0.0,0.0,0.3333,1.3333,0.0
561,573.35,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.9,0.1,612.87,304.8,115.8668,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0
562,544.65,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.811,0.189,612.87,304.8,121.444252,0.189,0.189,0.0,0.0,0.0,0.811,0.0,0.0,0.0,1.0,0.0
563,497.45,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.692,0.308,612.87,304.8,128.901744,0.308,0.308,0.0,0.0,0.0,0.692,0.0,0.0,0.0,1.0,0.0
564,463.25,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.601,0.399,612.87,304.8,134.604532,0.399,0.399,0.0,0.0,0.0,0.601,0.0,0.0,0.0,1.0,0.0
565,423.75,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.499,0.501,612.87,304.8,140.996668,0.501,0.501,0.0,0.0,0.0,0.499,0.0,0.0,0.0,1.0,0.0
566,390.85,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.402,0.598,612.87,304.8,147.07546399999998,0.598,0.598,0.0,0.0,0.0,0.402,0.0,0.0,0.0,1.0,0.0
567,347.75,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.31,0.69,612.87,304.8,152.84091999999998,0.69,0.69,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1.0,0.0
568,303.75,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.206,0.794,612.87,304.8,159.358392,0.794,0.794,0.0,0.0,0.0,0.206,0.0,0.0,0.0,1.0,0.0
569,303.83,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.198,0.802,612.87,304.8,159.859736,0.802,0.802,0.0,0.0,0.0,0.198,0.0,0.0,0.0,1.0,0.0
570,304.94,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.109,0.891,612.87,304.8,165.43718800000002,0.891,0.891,0.0,0.0,0.0,0.109,0.0,0.0,0.0,1.0,0.0
571,304.55,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,tetramethylazanium;chloride,decanoic acid,0.099,0.901,612.87,304.8,166.063868,0.901,0.901,0.0,0.0,0.0,0.099,0.0,0.0,0.0,1.0,0.0
572,495.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.902,0.098,633.15,304.8,166.35088,0.098,0.098,0.0,0.0,0.0,0.902,0.0,0.0,0.0,1.0,0.0
573,465.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.808,0.192,633.15,304.8,166.96752,0.192,0.192,0.0,0.0,0.0,0.808,0.0,0.0,0.0,1.0,0.0
574,435.85,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.717,0.283,633.15,304.8,167.56448,0.283,0.283,0.0,0.0,0.0,0.717,0.0,0.0,0.0,1.0,0.0
575,431.0,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.699,0.301,633.15,304.8,167.68256,0.301,0.301,0.0,0.0,0.0,0.699,0.0,0.0,0.0,1.0,0.0
576,403.28,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.65,0.35,633.15,304.8,168.004,0.35,0.35,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.0,0.0
577,373.45,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.59,0.41,633.15,304.8,168.3976,0.41,0.41,0.0,0.0,0.0,0.59,0.0,0.0,0.0,1.0,0.0
578,344.22,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.508,0.492,633.15,304.8,168.93552,0.492,0.492,0.0,0.0,0.0,0.508,0.0,0.0,0.0,1.0,0.0
579,346.25,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.5,0.5,633.15,304.8,168.988,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
580,312.28,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.401,0.599,633.15,304.8,169.63744,0.599,0.599,0.0,0.0,0.0,0.401,0.0,0.0,0.0,1.0,0.0
581,301.66,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.303,0.697,633.15,304.8,170.28032,0.697,0.697,0.0,0.0,0.0,0.303,0.0,0.0,0.0,1.0,0.0
582,304.18,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.196,0.804,633.15,304.8,170.98224000000002,0.804,0.804,0.0,0.0,0.0,0.196,0.0,0.0,0.0,1.0,0.0
583,305.05,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,tetraethylazanium;chloride,decanoic acid,0.097,0.903,633.15,304.8,171.63168000000002,0.903,0.903,0.0,0.0,0.0,0.097,0.0,0.0,0.0,1.0,0.0
584,483.45,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.9,0.1,502.4,304.8,216.86119999999994,0.1,0.1,0.0,0.0,0.0,0.9,0.0,0.0,0.0,1.0,0.0
585,444.45,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.799,0.201,502.4,304.8,211.85685199999998,0.201,0.201,0.0,0.0,0.0,0.799,0.0,0.0,0.0,1.0,0.0
586,404.05,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.7,0.3,502.4,304.8,206.95159999999996,0.3,0.3,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.0
587,375.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.6,0.4,502.4,304.8,201.99679999999995,0.4,0.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,1.0,0.0
588,346.25,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.5,0.5,502.4,304.8,197.04199999999997,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0
589,316.91,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.401,0.599,502.4,304.8,192.13674799999998,0.599,0.599,0.0,0.0,0.0,0.401,0.0,0.0,0.0,1.0,0.0
590,315.55,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.4,0.6,502.4,304.8,192.0872,0.6,0.6,0.0,0.0,0.0,0.4,0.0,0.0,0.0,1.0,0.0
591,300.3,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.296,0.704,502.4,304.8,186.93420799999996,0.704,0.704,0.0,0.0,0.0,0.296,0.0,0.0,0.0,1.0,0.0
592,295.57,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.202,0.798,502.4,304.8,182.276696,0.798,0.798,0.0,0.0,0.0,0.202,0.0,0.0,0.0,1.0,0.0
593,304.36,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,tetrapropylazanium;chloride,decanoic acid,0.1,0.9,502.4,304.8,177.2228,0.9,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0
594,261.2,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCC(=O)O,tetrabutylazanium;chloride,decanoic acid,0.333333,0.666667,344.0,304.8,207.48663144799997,0.666667,0.666667,0.0,0.0,0.0,0.333333,0.0,0.0,0.0,1.0,0.0
595,543.95,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.938,0.062,578.15,304.8,141.64980399999996,1.0,0.062,0.0,0.0,0.0,0.938,0.0,0.0,0.0,1.0,0.0
596,520.95,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.896,0.104,578.15,304.8,143.02076799999998,1.0,0.104,0.0,0.0,0.0,0.896,0.0,0.0,0.0,1.0,0.0
597,499.8,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.85,0.15,578.15,304.8,144.52229999999997,1.0,0.15,0.0,0.0,0.0,0.85,0.0,0.0,0.0,1.0,0.0
598,473.55,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.786,0.214,578.15,304.8,146.61138799999998,1.0,0.214,0.0,0.0,0.0,0.786,0.0,0.0,0.0,1.0,0.0
599,453.7,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.761,0.239,578.15,304.8,147.427438,1.0,0.239,0.0,0.0,0.0,0.761,0.0,0.0,0.0,1.0,0.0
600,427.85,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.675,0.325,578.15,304.8,150.23465,1.0,0.325,0.0,0.0,0.0,0.675,0.0,0.0,0.0,1.0,0.0
601,413.7,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.642,0.358,578.15,304.8,151.31183599999997,1.0,0.358,0.0,0.0,0.0,0.642,0.0,0.0,0.0,1.0,0.0
602,395.55,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.592,0.408,578.15,304.8,152.94393599999998,1.0,0.408,0.0,0.0,0.0,0.592,0.0,0.0,0.0,1.0,0.0
603,373.6,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.54,0.46,578.15,304.8,154.64132,1.0,0.46,0.0,0.0,0.0,0.54,0.0,0.0,0.0,1.0,0.0
604,343.3,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.485,0.515,578.15,304.8,156.43662999999998,1.0,0.515,0.0,0.0,0.0,0.485,0.0,0.0,0.0,1.0,0.0
605,328.75,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.456,0.544,578.15,304.8,157.383248,1.0,0.544,0.0,0.0,0.0,0.456,0.0,0.0,0.0,1.0,0.0
606,304.7,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.399,0.601,578.15,304.8,159.243842,1.0,0.601,0.0,0.0,0.0,0.399,0.0,0.0,0.0,1.0,0.0
607,305.45,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.342,0.658,578.15,304.8,161.104436,1.0,0.658,0.0,0.0,0.0,0.342,0.0,0.0,0.0,1.0,0.0
608,304.06,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.3,0.7,578.15,304.8,162.47539999999998,1.0,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0
609,304.1,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.296,0.704,578.15,304.8,162.605968,1.0,0.704,0.0,0.0,0.0,0.296,0.0,0.0,0.0,1.0,0.0
610,304.45,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.212,0.788,578.15,304.8,165.347896,1.0,0.788,0.0,0.0,0.0,0.212,0.0,0.0,0.0,1.0,0.0
611,300.98,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.212,0.788,578.15,304.8,165.347896,1.0,0.788,0.0,0.0,0.0,0.212,0.0,0.0,0.0,1.0,0.0
612,304.6,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.101,0.899,578.15,304.8,168.971158,1.0,0.899,0.0,0.0,0.0,0.101,0.0,0.0,0.0,1.0,0.0
613,304.15,C[N+](C)(C)Cc1ccccc1.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,benzyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,516.15,428.56,188.91049999999998,2.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0
614,557.85,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.948,0.052,578.15,428.56,142.35584399999996,1.156,0.156,0.0,0.0,0.0,0.948,0.0,0.0,0.0,0.948,0.0
615,512.35,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.899,0.101,578.15,428.56,144.92819699999998,1.303,0.30300000000000005,0.0,0.0,0.0,0.899,0.0,0.0,0.0,0.899,0.0
616,478.98,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.849,0.151,578.15,428.56,147.55304699999996,1.4529999999999998,0.45299999999999996,0.0,0.0,0.0,0.849,0.0,0.0,0.0,0.849,0.0
617,431.68,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.8,0.2,578.15,428.56,150.12539999999998,1.6,0.6000000000000001,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.8,0.0
618,387.12,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.75,0.25,578.15,428.56,152.75025,1.75,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0
619,343.55,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.686,0.314,578.15,428.56,156.11005799999998,1.9420000000000002,0.942,0.0,0.0,0.0,0.686,0.0,0.0,0.0,0.686,0.0
